,Make,Model,Sale Price,Resell Price,Top Speed,0-60 Time,Country,City,Color,Buyer Gender,Buyer Age
270,Daewoo,Lanos,67709.06,40696.25,144.9,7.5,Iran,Shāzand,Turquoise,Male,33
271,Subaru,Legacy,10680.18,49104.93,243.3,4.2,Poland,Regimin,Aquamarine,Female,49
272,Jaguar,S-Type,63364.02,33874.49,210.4,4.6,Colombia,Cimitarra,Red,Male,47
273,Suzuki,Kizashi,54483.92,49146.79,214.2,4.9,France,Orléans,Goldenrod,Female,26
274,GMC,Envoy XUV,59052.54,24457.98,142.5,4.4,Brazil,Cabreúva,Violet,Female,38
275,Volkswagen,Phaeton,29945.68,28323.94,137.5,7.3,China,Xiexiong,Blue,Female,41
276,Mitsubishi,Excel,62141.77,29704.0,148.0,10.1,Brazil,Guariba,Pink,Female,46
277,Audi,S6,91851.74,43391.12,178.2,12.7,France,Alençon,Indigo,Male,73
278,Saab,09-Mar,56744.71,25923.43,141.4,2.9,Philippines,Calaba,Khaki,Male,38
279,GMC,Yukon XL 1500,51047.4,28002.81,124.3,14.1,Sweden,Kista,Khaki,Male,71
280,Mitsubishi,GTO,44458.83,44781.36,245.9,11.6,Mexico,Las Palmas,Indigo,Male,48
281,Land Rover,Range Rover,30120.31,17865.19,220.4,14.1,China,Yongledian,Goldenrod,Male,25
282,Mercedes-Benz,S-Class,88367.29,39024.33,188.8,9.5,Philippines,Patrocinio,Turquoise,Female,35
283,Toyota,Tundra,38767.66,29928.04,215.2,5.3,China,Sanjia,Fuscia,Male,43
284,Mercedes-Benz,E-Class,10681.04,30337.21,213.7,8.5,Malaysia,Kuala Terengganu,Red,Female,40
285,Audi,4000CS Quattro,83442.31,44390.85,126.2,6.0,Brazil,Governador Valadares,Red,Male,44
286,GMC,Envoy,96691.74,46240.72,217.9,4.0,Indonesia,Genang,Aquamarine,Female,38
287,Ford,Ranger,43347.44,35964.83,228.9,6.3,China,Qijiazuo,Maroon,Female,54
288,Chrysler,LHS,75956.4,5702.71,188.7,9.2,Greece,Mirsíni,Green,Female,30
289,Bentley,Continental Flying Spur,98315.87,25410.13,177.8,7.3,Indonesia,Pantenan,Mauv,Female,32
290,Mercedes-Benz,G55 AMG,53404.25,39004.64,183.8,7.0,Sweden,Enskede,Blue,Female,59
291,Pontiac,Solstice,89707.19,26927.79,145.3,8.0,Mexico,La Soledad,Aquamarine,Male,45
292,Hummer,H2,35498.24,16294.41,180.3,7.8,South Africa,Willowmore,Goldenrod,Male,24
293,Toyota,Matrix,26235.34,9796.5,231.2,3.5,Colombia,Sincé,Indigo,Male,31
294,Ford,F250,89122.61,4852.96,237.9,14.9,Peru,Mañazo,Teal,Male,27
295,Audi,5000CS,67428.56,10629.39,237.8,5.1,France,Maisons-Laffitte,Orange,Female,66
296,Pontiac,1000,12087.54,25715.09,190.8,2.2,Philippines,Malibago,Puce,Female,53
297,Saab,900,79248.4,49269.05,127.6,2.6,Czech Republic,Valdice,Orange,Male,67
298,Audi,5000S,65248.94,21763.69,225.5,14.9,Poland,Jadowniki,Green,Female,69
299,Volkswagen,Golf,73168.89,11264.72,220.8,3.7,China,Jiaoyuan,Blue,Female,44
300,Volvo,S40,34852.4,45912.46,183.7,6.3,Portugal,Valada,Puce,Male,56
301,Dodge,Viper,26185.71,27551.81,136.5,7.8,China,Sanyi,Crimson,Female,60
302,Lexus,ES,99973.44,32521.53,228.1,4.7,Canada,Langford,Maroon,Male,39
303,Ford,Bronco II,15755.04,42585.83,131.1,2.3,Portugal,Loureiro,Maroon,Male,56
304,Volkswagen,GLI,63614.72,49010.84,240.5,9.4,Czech Republic,Černý Most,Fuscia,Female,48
305,Dodge,Ram 1500,10127.51,11494.47,147.2,4.7,Honduras,El Llano,Purple,Female,37
306,Hyundai,Accent,82393.82,31593.35,204.2,6.7,Russia,Nyagan,Aquamarine,Female,52
307,Chrysler,Imperial,74915.58,8085.38,232.3,6.8,Guatemala,Chisec,Blue,Female,28
308,Mitsubishi,Raider,29728.29,34007.65,163.6,11.6,China,Kuanghe,Fuscia,Female,45
309,Mitsubishi,Galant,42685.76,6923.19,131.6,13.7,Canada,Dollard-Des Ormeaux,Blue,Female,54
310,Land Rover,Range Rover,30781.97,18405.32,153.7,11.0,Greece,Plagiári,Purple,Male,38
311,Mercedes-Benz,SLK-Class,26995.31,18389.97,155.4,6.7,Russia,Chiri-Yurt,Yellow,Male,56
312,Chevrolet,Cobalt,46535.95,24267.77,148.3,12.2,China,Xinshi,Goldenrod,Male,70
313,Mazda,RX-7,14535.43,10179.63,198.6,4.7,Russia,Shalinskoye,Purple,Female,39
314,Buick,LeSabre,74433.98,38055.63,192.2,10.3,Czech Republic,Horní Počaply,Khaki,Male,52
315,Mercedes-Benz,E-Class,19232.85,44384.12,248.1,8.3,Philippines,Bantuanon,Blue,Male,42
316,Porsche,928,10422.84,19406.75,198.0,14.0,Brazil,Aracruz,Green,Female,71
317,Chevrolet,Express 1500,29122.36,17751.41,143.3,4.4,France,Paris 02,Blue,Male,42
318,Acura,Integra,69093.07,21187.34,177.6,7.2,China,Languan,Khaki,Male,28
319,Toyota,Tundra,91913.2,28484.34,174.0,7.9,United States,Minneapolis,Crimson,Male,59
320,GMC,2500,27506.15,15663.03,226.0,10.5,Philippines,Tungao,Teal,Female,57
321,Toyota,MR2,24169.67,3095.66,173.4,9.4,China,Yanping,Khaki,Female,55
322,Hummer,H1,35055.44,38963.8,183.0,11.0,South Korea,Yŏnmu,Indigo,Female,42
323,Lincoln,MKT,44265.59,38901.93,186.7,6.5,Indonesia,Temuji,Turquoise,Male,70
324,BMW,530,54344.95,39625.66,232.7,10.0,Colombia,Guayabal de Síquima,Goldenrod,Female,32
325,Mercury,Villager,36094.7,10801.22,154.9,6.0,China,Xinkaikou,Goldenrod,Female,23
326,Land Rover,Discovery,36824.76,17121.64,222.4,14.0,China,Yuchi,Puce,Male,24
327,Ford,E-Series,96876.22,22816.11,143.2,5.0,Greece,Grevená,Yellow,Female,38
328,Mercury,Sable,17306.24,43423.17,189.9,7.5,Germany,Berlin,Turquoise,Female,54
329,Nissan,Pathfinder,82039.04,38257.5,166.4,12.8,Philippines,Rizal,Turquoise,Male,55
330,Saab,9000,78753.97,30781.26,160.5,3.0,Colombia,Pailitas,Crimson,Female,60
331,Volvo,XC90,21997.89,44299.36,206.9,12.9,China,Wa’eryi,Violet,Female,56
332,Volkswagen,rio,48728.97,8439.52,177.5,9.5,Indonesia,Gogosuket,Violet,Female,53
333,Oldsmobile,Cutlass,36786.8,33727.06,220.2,8.5,China,Lianpeng,Turquoise,Female,75
334,Audi,Q7,23436.85,13290.53,188.3,14.3,Greece,Mílos,Red,Female,73
335,Chrysler,Imperial,36257.76,48217.71,249.5,6.4,China,Bifeng,Turquoise,Female,44
336,Toyota,Echo,89199.41,18176.55,237.9,14.3,Ukraine,Znomenka,Purple,Male,52
337,Ford,E350,79831.49,26680.04,166.2,8.5,Argentina,Comodoro Rivadavia,Purple,Male,44
338,GMC,Yukon XL 2500,34788.02,38600.62,134.2,12.5,Czech Republic,Malá Strana,Maroon,Male,21
339,Chevrolet,HHR,78258.38,18189.82,178.2,11.9,Russia,Chelbasskaya,Teal,Male,40
340,Mitsubishi,Pajero,46101.73,11511.03,183.6,7.9,Indonesia,Arosbaya,Violet,Male,40
341,Isuzu,Hombre Space,18275.69,2993.98,180.4,11.1,Kazakhstan,Terenozek,Mauv,Female,75
342,Chevrolet,Aveo,79120.44,17042.05,215.7,9.5,Kenya,Garissa,Goldenrod,Male,22
343,Volvo,V90,68115.66,39671.8,210.2,11.7,South Africa,Impendle,Fuscia,Male,54
344,Acura,TL,26470.95,41287.84,213.4,6.9,Iran,Eqbālīyeh,Red,Female,67
345,Honda,Civic,45516.06,9242.35,209.5,10.2,El Salvador,Cacaopera,Violet,Female,22
346,Toyota,Camry,53683.96,42492.46,212.9,3.6,Jamaica,Black River,Red,Female,58
347,Chevrolet,Suburban 1500,96565.09,42604.41,190.9,6.2,China,Gaojingzhuang,Yellow,Female,23
348,Dodge,Ram 2500,96734.45,34276.83,217.3,10.3,South Korea,Kimje,Purple,Male,36
349,Hyundai,Equus,78856.03,35896.42,193.2,4.2,Czech Republic,Dolní Sloupnice,Mauv,Female,44
350,Ford,Thunderbird,63370.12,42778.3,157.7,9.9,Indonesia,Talibura,Violet,Female,36
351,Audi,A8,48397.8,16023.92,120.6,10.4,Indonesia,Bolorejo,Teal,Male,33
352,GMC,Sonoma,38270.93,41318.27,229.5,14.4,Afghanistan,Sar Chakān,Orange,Male,72
353,Pontiac,Grand Prix,77054.7,8821.74,205.3,6.9,Poland,Drawno,Mauv,Female,26
354,Mercedes-Benz,300SL,14291.08,45717.04,226.9,11.6,China,Huangtan,Khaki,Female,55
355,Buick,LeSabre,86755.42,9028.9,120.5,8.4,Portugal,Courelas Bravas,Fuscia,Male,53
356,GMC,2500 Club Coupe,40481.5,46847.13,204.9,2.4,China,Fengjiang,Maroon,Male,73
357,Hyundai,Excel,83779.18,22929.67,225.6,6.2,Norway,Bergen,Crimson,Female,23
358,Dodge,Dakota,33319.56,29718.17,231.1,7.9,Portugal,Bemposta,Yellow,Male,39
359,Chevrolet,Express 1500,50911.02,30741.42,163.5,11.8,Indonesia,Jorong Lauk,Violet,Male,66
360,Ford,Econoline E350,37656.44,32021.55,207.2,9.2,China,Heilangkou,Fuscia,Female,35
361,Ford,Mustang,76882.03,48874.71,170.9,11.0,Russia,Berëzovka,Puce,Female,72
362,Mazda,Tribute,59463.24,15196.22,241.3,8.8,China,Banqiao,Turquoise,Female,55
363,Kia,Sedona,18552.33,37340.19,154.3,5.5,China,Pingshui,Green,Female,37
364,Mercury,Cougar,55286.39,19148.65,127.5,5.3,Netherlands,Emmen,Red,Male,48
365,Acura,TL,84400.48,34211.91,151.0,8.0,China,Huangliang,Orange,Female,73
366,Plymouth,Acclaim,77886.68,12935.73,191.8,8.2,Russia,Novaya Chigla,Blue,Male,55
367,BMW,325,94541.61,45348.44,154.4,5.1,Pakistan,Pākpattan,Blue,Female,44
368,Plymouth,Colt,19465.74,6708.36,248.3,14.9,Serbia,Banatski Dvor,Aquamarine,Female,54
369,Chevrolet,G-Series G30,80108.28,6684.53,208.6,3.3,Vietnam,Quy Đạt,Teal,Female,48
370,Dodge,Intrepid,98871.66,36605.2,235.1,10.9,Indonesia,Mengenkrajan,Green,Male,20
371,Infiniti,G,74086.46,24491.4,153.0,2.9,Belarus,Hal’shany,Goldenrod,Male,52
372,Chevrolet,Express 2500,31329.68,29004.61,169.9,14.7,Serbia,Banatski Dvor,Orange,Male,30
373,Cadillac,SRX,26048.41,34056.66,237.8,8.1,Indonesia,Krajan Craken,Blue,Male,73
374,Volkswagen,Golf,61711.56,34488.95,126.9,13.1,Russia,Glubokiy,Yellow,Male,62
375,Toyota,Tacoma Xtra,18788.8,21552.33,162.6,10.8,Ireland,Kingscourt,Goldenrod,Female,53
376,Rolls-Royce,Phantom,11367.03,6127.62,214.0,12.9,Finland,Kittilä,Orange,Female,37
377,Honda,Insight,93935.5,48749.1,198.8,3.4,Malaysia,Kota Kinabalu,Violet,Female,55
378,Chevrolet,Camaro,25712.68,29944.5,158.3,10.5,Poland,Siennica Różana,Fuscia,Female,39
379,Buick,Regal,16281.02,19537.1,174.1,12.6,China,Shanghu,Teal,Female,49
380,Chevrolet,Express 3500,26684.6,40631.72,220.4,3.8,Albania,Laç,Khaki,Female,30
381,Kia,Sephia,66194.81,20482.01,225.4,9.8,Indonesia,Hoi,Violet,Male,30
382,GMC,Yukon XL 2500,11289.74,39546.14,128.0,4.4,Portugal,Pai do Vento,Fuscia,Male,25
383,Chevrolet,Silverado 3500,49953.35,7239.81,131.1,8.1,Colombia,El Cantón de San Pablo,Yellow,Male,69
384,Chevrolet,Impala,37460.08,14412.66,143.5,6.5,Indonesia,Tohong,Turquoise,Female,74
385,BMW,Z4,77983.92,42713.6,179.2,9.6,China,Matoupu,Crimson,Male,64
386,Suzuki,Sidekick,71725.87,24295.05,159.8,14.0,Micronesia,Oneop,Goldenrod,Female,23
387,Mitsubishi,Sigma,60499.76,44815.41,154.7,5.3,Poland,Brusy,Violet,Female,34
388,Chrysler,PT Cruiser,69968.68,48477.83,139.4,6.2,Indonesia,Sembungin,Yellow,Female,48
389,Chevrolet,Express 1500,26293.04,23772.58,163.9,5.1,Philippines,General Emilio Aguinaldo,Turquoise,Female,61
390,Suzuki,Swift,59626.55,32693.06,134.8,12.7,Poland,Udanin,Puce,Male,71
391,Buick,Electra,77761.34,49975.97,199.6,9.1,France,Lyon,Blue,Female,45
392,Lincoln,Continental Mark VII,45992.42,25028.22,156.1,8.6,Jordan,Ḩalāwah,Fuscia,Female,47
393,Maybach,Landaulet,72069.2,24846.72,148.4,7.5,Philippines,Surup,Purple,Male,37
394,Pontiac,G5,56074.65,46403.51,170.0,11.4,Poland,Prochowice,Indigo,Male,50
395,Volkswagen,Routan,29372.94,22766.95,209.7,12.1,Russia,Lazo,Puce,Female,20
396,BMW,550,35868.0,28219.98,238.3,7.6,Mexico,Lazaro Cardenas,Teal,Male,38
397,Ford,Explorer,10692.63,48930.82,248.0,14.7,Canada,Baie-D'Urfé,Turquoise,Male,71
398,Chevrolet,Camaro,38549.62,32597.31,222.6,6.1,Brazil,Barra dos Coqueiros,Aquamarine,Female,42
399,Geo,Prizm,81083.54,15312.85,130.6,6.1,Norway,Isdalstø,Fuscia,Female,22
400,Mitsubishi,Montero Sport,53223.11,9313.83,137.2,13.1,Poland,Bierawa,Goldenrod,Male,36
401,Volvo,V70,87880.55,18126.25,240.4,14.3,China,Fucheng,Turquoise,Male,52
402,Chrysler,PT Cruiser,94382.83,39772.25,168.9,14.4,Portugal,Vila Verde,Yellow,Female,69
403,Buick,Park Avenue,11347.9,25904.91,180.3,11.8,Serbia,Seleuš,Khaki,Female,75
404,Jaguar,XK Series,82276.1,38076.79,220.1,10.5,Macedonia,Kumanovo,Violet,Male,58
405,Mercedes-Benz,300E,91377.58,14297.97,190.6,12.8,Philippines,Nangka,Indigo,Female,64
406,Acura,NSX,17521.93,42639.7,155.1,10.3,South Korea,Koesan,Puce,Female,42
407,GMC,Sonoma,23616.77,29514.88,249.5,5.3,China,Longmen,Goldenrod,Male,48
408,Toyota,Matrix,58614.61,29822.58,130.8,6.5,China,Chencai,Khaki,Female,21
409,Buick,Regal,41430.63,2777.18,248.1,5.2,France,Roubaix,Goldenrod,Female,20
410,Lincoln,Continental Mark VII,67773.9,27185.1,169.4,11.5,Yemen,Āl Ma‘ūdah,Pink,Female,54
411,Mitsubishi,Mirage,47639.85,9053.25,235.1,3.5,China,Haocun,Orange,Male,41
412,Pontiac,1000,84740.15,29926.08,208.9,10.8,Pakistan,Badīn,Maroon,Female,69
413,Toyota,Avalon,49194.27,13377.27,130.6,14.6,Tunisia,Gabès,Teal,Female,36
414,Ford,E-Series,85275.91,49825.38,150.0,9.8,China,Niejiahe,Fuscia,Male,53
415,Suzuki,Grand Vitara,18572.96,43831.25,134.6,7.6,Russia,Burayevo,Mauv,Male,39
416,Nissan,Maxima,73672.08,7372.99,233.9,9.0,Colombia,Garagoa,Teal,Female,34
417,Ford,Courier,31097.49,28702.22,217.5,10.0,Portugal,Senhor da Serra,Purple,Male,25
418,BMW,M6,94749.91,30180.59,131.1,4.6,Japan,Aisai,Violet,Female,70
419,Suzuki,Aerio,46299.28,11994.41,175.5,9.1,Laos,Không,Khaki,Female,32
420,Ford,F350,76233.58,32307.3,194.9,6.4,Netherlands,Tilburg,Aquamarine,Male,75
421,Hyundai,Accent,77174.46,2168.83,246.5,7.4,Yemen,Maţarah,Orange,Female,22
422,Jaguar,XJ Series,53409.33,23323.03,198.1,9.7,China,Taishan,Crimson,Male,35
423,BMW,M5,35512.32,2698.71,137.0,14.9,Sweden,Hörby,Teal,Female,45
424,GMC,Rally Wagon G3500,90962.14,30073.1,124.9,8.9,Indonesia,Guay,Blue,Female,56
425,BMW,7 Series,92742.2,29746.54,151.6,9.7,Indonesia,Sangkulirang,Violet,Female,33
426,Dodge,Intrepid,54496.35,32728.81,221.1,10.6,Croatia,Novi Zagreb,Goldenrod,Female,44
427,Mercedes-Benz,G-Class,28159.96,36809.57,235.6,13.0,China,Changdai,Maroon,Male,22
428,GMC,Canyon,43745.94,20634.64,131.6,4.6,Poland,Baranowo,Purple,Female,69
429,GMC,Savana 2500,51947.53,30244.39,139.2,11.5,Japan,Matsubase,Blue,Male,68
430,Chevrolet,Lumina,61412.12,23785.66,182.8,5.2,Sweden,Stockholm,Indigo,Male,64
431,Ford,Flex,39573.85,26740.56,148.5,10.2,Sweden,Värnamo,Purple,Female,34
432,Maybach,57,91983.21,9630.56,156.1,11.3,China,Hucheng,Turquoise,Female,25
433,Toyota,Supra,15865.6,32332.96,162.4,2.4,China,Xiji,Aquamarine,Female,21
434,Ford,LTD,84318.8,21326.91,147.5,11.2,Portugal,Castanheira,Fuscia,Female,50
435,Land Rover,LR3,37048.54,21976.97,185.8,2.9,Indonesia,Batanghari,Teal,Female,35
436,Cadillac,Escalade,62055.82,25251.15,222.8,9.6,Belize,Placencia,Goldenrod,Female,50
437,Mercedes-Benz,300SL,99487.39,43169.43,138.4,2.7,Indonesia,Setono,Goldenrod,Male,41
438,Kia,Amanti,28694.17,38580.83,204.3,4.9,Indonesia,Imulolong,Yellow,Male,71
439,Mercedes-Benz,S-Class,31572.21,22649.66,181.8,13.9,Czech Republic,Nový Bor,Orange,Female,39
440,Mitsubishi,Tredia,83275.92,16190.41,151.0,14.0,Cameroon,Bali,Orange,Male,26
441,Nissan,Maxima,82984.64,14274.47,131.3,8.1,China,Fushan,Aquamarine,Female,72
442,GMC,Yukon,52525.06,31463.04,229.8,4.2,Indonesia,Tegalrejo,Blue,Male,40
443,Mazda,Miata MX-5,52067.92,25817.01,219.1,8.1,Canada,Biggar,Mauv,Male,53
444,Chevrolet,Sportvan G20,60210.6,21463.89,120.9,6.2,Philippines,Pitogo,Indigo,Female,49
445,Acura,MDX,64002.35,7006.71,179.1,2.5,Japan,Ōme,Yellow,Male,73
446,Maybach,57,96477.51,8480.66,222.4,3.8,Philippines,Quezon,Yellow,Male,73
447,Nissan,300ZX,88881.5,21589.62,175.6,6.9,Belarus,Iwye,Mauv,Male,36
448,Acura,NSX,15290.71,41352.79,140.7,9.9,Brazil,Pedro II,Indigo,Female,43
449,Land Rover,LR2,27256.57,41266.67,144.9,9.0,China,Kaishantun,Mauv,Male,51
450,Volkswagen,Eurovan,29465.62,16354.8,205.6,4.0,China,Fenglu,Red,Male,50
451,Infiniti,I,57048.98,27217.26,167.3,10.1,Russia,Moscow,Puce,Male,72
452,Suzuki,XL-7,24041.88,23381.46,172.6,8.0,Philippines,Libertad,Maroon,Female,62
453,Dodge,Ram 1500 Club,50248.52,36251.88,129.4,14.8,Tanzania,Magugu,Crimson,Female,34
454,Mercedes-Benz,C-Class,46981.2,28188.83,167.0,4.8,Russia,Temizhbekskaya,Mauv,Male,30
455,Subaru,Justy,91984.88,39005.49,122.4,3.5,Philippines,Panganiban,Mauv,Female,58
456,Mazda,B-Series,83507.75,11302.37,141.5,3.8,France,Le Perreux-sur-Marne,Khaki,Female,40
457,Maserati,Quattroporte,14591.27,7440.73,191.6,4.4,Czech Republic,Rousínov,Blue,Female,65
458,Ford,F150,40426.95,28382.6,219.2,13.3,Poland,Miedzichowo,Pink,Male,21
459,Volkswagen,Eos,56808.37,33850.92,193.9,9.7,Zimbabwe,Shangani,Maroon,Female,67
460,Cadillac,CTS,16472.51,44534.2,139.5,3.8,China,Langqi,Maroon,Male,32
461,Volkswagen,Rabbit,28492.42,40421.4,122.7,3.4,Saudi Arabia,Al ‘Ulá,Teal,Female,48
462,Mercedes-Benz,SL-Class,86486.82,15656.34,182.6,6.4,Peru,Ambar,Puce,Female,68
463,Geo,Prizm,80066.98,30530.95,135.7,10.4,Indonesia,Banjar Paangkelod,Red,Female,30
464,Mazda,626,22800.39,37608.49,146.5,11.9,Egypt,Dayrūţ,Orange,Female,41
465,GMC,Sierra 1500,70012.74,12095.04,120.1,9.2,Sweden,Göteborg,Turquoise,Male,45
466,BMW,Z4 M,49472.1,13811.31,188.1,3.6,France,Noisy-le-Grand,Maroon,Male,57
467,Nissan,Murano,45618.69,10599.14,196.7,11.4,Sweden,Eksjö,Fuscia,Female,26
468,Mitsubishi,RVR,42412.14,11175.93,228.9,12.2,Portugal,Finzes,Purple,Female,42
469,Acura,MDX,28563.51,23664.92,153.4,2.2,Sweden,Arvika,Blue,Male,44
470,Dodge,Ram 1500,50770.58,48196.39,216.5,6.2,Indonesia,Seseng,Indigo,Female,33
471,Lamborghini,Gallardo,74926.01,21079.98,202.6,6.2,Serbia,Ljukovo,Mauv,Male,49
472,Dodge,Neon,30014.04,8124.61,230.7,13.5,Canada,Boissevain,Aquamarine,Female,33
473,GMC,Savana 2500,90284.29,31231.55,228.1,14.7,Russia,Timashëvsk,Mauv,Female,63
474,Mercury,Grand Marquis,51035.74,21666.43,138.8,9.8,China,Majunying,Mauv,Male,50
475,Acura,Integra,19318.2,27273.46,136.3,2.4,Mexico,Manlio Fabio Altamirano,Blue,Female,25
476,Mitsubishi,RVR,73817.2,37867.1,161.5,7.4,United States,Richmond,Puce,Female,56
477,Audi,A5,93081.27,37775.89,126.7,3.0,Portugal,Passagem,Red,Female,25
478,Honda,Accord,39567.61,49972.56,234.7,14.1,Portugal,Valongo,Teal,Female,55
479,Pontiac,LeMans,61533.74,19957.76,242.7,2.3,Indonesia,Ciusul,Pink,Male,72
480,Eagle,Vision,18199.43,20144.89,178.1,13.6,Philippines,Gabaldon,Yellow,Female,72
481,Chevrolet,Silverado,66428.75,9836.41,211.6,12.3,Indonesia,Lasiana,Violet,Female,73
482,Mercedes-Benz,300TE,47255.99,33445.56,233.8,7.0,United States,Dallas,Purple,Female,55
483,Scion,tC,67474.04,3144.16,195.9,9.7,Sweden,Enköping,Maroon,Male,33
484,Buick,Electra,85739.33,15238.25,217.2,2.8,Japan,Musashino,Violet,Female,72
485,Kia,Sedona,39432.66,27239.14,143.9,14.2,China,Huangbu,Maroon,Male,37
486,Mazda,MX-3,11927.01,26490.14,193.4,7.7,United States,Baltimore,Turquoise,Female,60
487,Lamborghini,Murciélago,25893.65,26390.08,241.5,9.1,China,Zhenchuan,Mauv,Female,30
488,Saturn,S-Series,26685.21,30166.06,216.6,5.3,Ukraine,Volodarka,Green,Male,73
489,Mercedes-Benz,CL65 AMG,89237.79,18557.26,168.8,9.8,Indonesia,Buka,Aquamarine,Female,46
490,Porsche,Boxster,48380.36,26652.1,165.9,9.6,Uruguay,Paso de Carrasco,Goldenrod,Male,22
491,Honda,Pilot,28148.79,4835.48,192.5,6.0,United States,Sacramento,Crimson,Male,54
492,Lexus,SC,11598.4,15758.86,140.9,4.3,Indonesia,Batuna Satu,Indigo,Male,60
493,Dodge,Stealth,27777.67,48437.3,144.5,5.4,Azerbaijan,Qazax,Pink,Male,20
494,Pontiac,Vibe,45390.63,11764.51,197.5,13.6,Germany,Hamburg,Maroon,Female,45
495,Ford,Club Wagon,63504.95,7728.72,141.7,13.3,Egypt,Al Qanāyāt,Red,Female,22
496,BMW,530,23429.01,21700.82,163.9,7.1,Indonesia,Purwa,Violet,Female,51
497,Infiniti,G,86672.98,35319.64,175.2,3.4,Poland,Żernica,Violet,Male,42
498,Dodge,Ram 1500,30973.51,16930.52,179.7,6.2,Indonesia,Oelui,Purple,Male,72
499,Ford,F250,16796.48,15690.82,219.2,2.3,Indonesia,Banjar Bau Kawan,Blue,Male,70
500,GMC,Sierra 1500,76730.44,32615.89,203.2,6.2,Russia,Raychikhinsk,Teal,Male,36
501,Lincoln,Town Car,52783.35,8655.21,121.4,2.8,Mexico,Juarez,Purple,Female,21
502,Hillman,Minx Magnificent,99857.73,46868.52,151.6,11.4,Poland,Sieniawa Żarska,Violet,Male,44
503,Dodge,Ram 1500,81506.91,38066.62,188.0,2.3,Philippines,Bukid,Mauv,Male,70
504,Dodge,Ram 3500,82715.11,48432.61,134.0,4.3,Iran,Qom,Yellow,Male,69
505,Infiniti,QX56,38407.8,35651.16,211.8,13.8,Vietnam,Lai Cách,Yellow,Male,41
506,Ford,Mustang,23408.08,11930.57,144.6,3.9,Belarus,Aktsyabrski,Maroon,Female,59
507,Mitsubishi,Sigma,30375.46,9659.71,150.5,7.7,Russia,Temirgoyevskaya,Pink,Female,63
508,Toyota,Supra,94757.89,9464.31,168.7,3.1,China,Gaibei,Purple,Female,40
509,Infiniti,G25,70765.58,47123.61,164.5,8.1,Indonesia,Tutem,Pink,Male,71
510,GMC,Terrain,94364.94,47789.55,231.8,8.3,South Korea,Kwangju,Turquoise,Male,72
511,GMC,1500 Club Coupe,27303.61,42995.88,147.2,4.9,China,Gaowu,Blue,Female,73
512,Mazda,Miata MX-5,82127.34,47354.17,185.2,13.2,Indonesia,Waru Selatan,Blue,Female,74
513,Honda,CR-V,42804.01,48502.71,199.9,13.8,Hungary,Budapest,Yellow,Female,59
514,Buick,Skylark,33245.31,30014.16,170.5,13.8,Serbia,Prigrevica,Goldenrod,Female,54
515,Land Rover,Defender,53133.43,36473.82,135.4,13.0,Colombia,Guamal,Mauv,Male,33
516,Mercury,Sable,43223.83,30996.08,209.6,3.0,Sweden,Skänninge,Puce,Male,42
517,Land Rover,Range Rover,80080.19,43840.59,152.1,2.2,Panama,Santa Marta,Teal,Male,53
518,Toyota,Avalon,71476.43,12169.13,167.8,2.1,France,Chartres,Maroon,Female,59
519,Pontiac,Sunbird,74486.29,28715.74,178.1,5.5,Pakistan,Uthal,Violet,Female,59
520,Chrysler,Town & Country,10904.88,21409.67,205.0,5.7,Serbia,Inđija,Khaki,Female,66
521,Kia,Sedona,78418.68,9711.71,199.0,8.9,South Africa,Emnambithi-Ladysmith,Turquoise,Female,71
522,Chevrolet,Express 1500,48986.06,31477.17,140.7,2.7,United States,Kingsport,Turquoise,Female,43
523,Honda,Odyssey,34695.33,20590.42,181.9,2.2,Russia,Svetlyy Yar,Mauv,Male,40
524,Hyundai,Sonata,76804.72,25521.92,230.5,8.5,Indonesia,Awilega,Mauv,Female,27
525,Pontiac,6000,89193.45,19917.3,179.2,2.5,Philippines,Kalibo (poblacion),Crimson,Female,35
526,Ford,Taurus,63824.96,23111.99,194.9,6.6,Poland,Baćkowice,Orange,Female,50
527,Volkswagen,GTI,37674.92,9330.04,202.9,4.2,China,Longlisuo,Crimson,Male,37
528,Mercury,Mountaineer,15164.19,35887.87,177.5,8.9,Russia,Sosnovoborsk,Pink,Male,39
529,Ford,E250,22795.76,17358.18,215.0,4.6,Poland,Annopol,Goldenrod,Female,21
530,Volkswagen,Type 2,83745.64,5931.23,154.8,12.1,Benin,Cotonou,Pink,Female,36
531,Saab,09-May,36341.41,2216.02,120.0,9.5,Russia,Mar’ina Roshcha,Indigo,Female,46
532,Toyota,RAV4,36962.12,32454.25,130.0,2.1,China,Dongjie,Yellow,Male,74
533,Suzuki,Swift,17931.31,25696.4,238.9,2.2,China,Beishan,Fuscia,Male,21
534,Chevrolet,Camaro,70863.47,29670.96,237.7,12.7,Indonesia,Simpanganduwet,Indigo,Female,56
535,Acura,ZDX,77012.98,44714.99,239.9,7.3,Portugal,Rio Meão,Goldenrod,Female,44
536,Pontiac,Grand Am,87942.63,6131.1,178.3,8.2,Thailand,Mayo,Crimson,Female,64
537,Buick,Century,91973.99,25518.03,208.4,5.8,China,Hehu,Crimson,Male,21
538,Toyota,Land Cruiser,66677.22,36370.53,124.0,12.7,Indonesia,Genting,Purple,Male,70
539,Pontiac,Grand Prix,52665.14,13205.47,168.5,13.8,Philippines,Balagon,Khaki,Male,66
